@relation 'similarity values'

@attribute EXPERT {0.0,1.0}
@attribute FullDescriptionMatcher numeric
@attribute GeneralBagForAnnotationLabel[Levenshtein] numeric
@attribute GeneralBagForAnnotationLabel[QGramsDistance] numeric
@attribute GeneralBagForAnnotationLabel[SmithWaterman] numeric
@attribute GeneralBagForAnnotationLabel[Stoilos_JW] numeric
@attribute SoftJaccardLinStoilois numeric

@data
0.0,0.008555,0.142857,0.117647,0.166667,-0.9,0
0.0,0,0.142857,0.117647,0.166667,-0.9,0
0.0,0.014065,0,0,0.142857,-1,0
0.0,0.013317,0.25,0.111111,0.142857,-1,0
0.0,0.01474,0.111111,0,0.142857,-1,0
0.0,0.00533,0.285714,0,0.25,-1,0
0.0,0,0.333333,0.1,0.357143,-1,0
0.0,0.011413,0.142857,0,0.142857,-1,0
0.0,0,0.142857,0,0.166667,-1,0
0.0,0.024642,0.111111,0,0.142857,-1,0
0.0,0,0.25,0,0.285714,-1,0
0.0,0.001898,0.083333,0,0.142857,-1,0
0.0,0,0.111111,0,0.142857,-1,0
0.0,0,0.083333,0,0.142857,-1,0
0.0,0.020931,0.230769,0.083333,0.142857,-1,0
0.0,0.197292,0,0,0.142857,-1,0
0.0,0,0.125,0,0.142857,-1,0
0.0,0.013819,0,0,0.25,-1,0
0.0,0.012747,0.142857,0,0.5,-1,0
0.0,0.012421,0.125,0.105263,0.142857,-1,0
0.0,0.013698,0.125,0,0.142857,-1,0
0.0,0.012435,0,0,0,-1,0
1.0,0.296516,0,0,0.142857,-1,0
0.0,0.011211,0,0,0.142857,-1,0
0.0,0.012038,0.142857,0,0.25,-1,0
0.0,0.142609,0.083333,0,0.142857,-1,0
0.0,0,0.285714,0.125,0.4,-1,0
0.0,0,0.2,0,0.285714,-1,0
0.0,0.014995,0.142857,0,0.2,-1,0
0.0,0,0.111111,0,0.142857,-1,0
0.0,0,0,0,0.166667,-1,0
0.0,0.013254,0.285714,0.117647,0.416667,-1,0
0.0,0.017243,0.142857,0,0.25,-1,0
0.0,0.014994,0.142857,0,0.2,-1,0
0.0,0.029619,0.142857,0,0.25,-1,0
0.0,0.022535,0.142857,0,0.333333,-1,0.759466
0.0,0.032585,0.125,0.1,0.125,-0.9,0
0.0,0.043028,0.181818,0.086957,0.3125,-0.9,0
0.0,0.018782,0.25,0.111111,0.166667,-0.9,0
0.0,0.059721,0.25,0.111111,0.166667,-0.9,0
0.0,0.120852,0.125,0,0.142857,-1,0.694136
0.0,0.029237,0.25,0.105263,0.142857,-1,0
0.0,0.03236,0,0,0.1875,-1,0
0.0,0.077321,0.25,0,0.375,-1,0
0.0,0.019626,0.222222,0.095238,0.125,-1,0
0.0,0.017668,0.125,0,0.285714,-1,0
0.0,0.081141,0.125,0,0.166667,-1,0
0.0,0.058255,0.222222,0,0.125,-1,0
0.0,0.046128,0.166667,0,0.1875,-1,0
0.0,0.265047,0.166667,0,0.3125,-1,0
0.0,0.537422,0,0,0.125,-1,0
0.0,0.161639,0,0,0.125,-1,0
0.0,0.245609,0.230769,0.08,0.1875,-1,0
0.0,0.040596,0.181818,0,0.25,-1,0
0.0,0.349619,0,0.1,0.375,-0.038907,0
0.0,0.034489,0.125,0,0.25,-1,0
0.0,0.121436,0.125,0,0.25,-1,0
0.0,0.027268,0.125,0.1,0.125,-1,0
0.0,0.030074,0.125,0,0.125,-1,0.663674
0.0,0.027299,0.125,0,0.25,-1,0
0.0,0.031923,0,0,0.3125,-1,0
0.0,0.024614,0.25,0,0.125,-1,0
0.0,0.026428,0.25,0,0.25,-1,0
0.0,0.093127,0.166667,0,0.3125,-1,0
0.0,0.130486,0.25,0.235294,0.4,-1,0
0.0,0.084835,0.214286,0,0.25,-1,0.352424
0.0,0.032921,0.5,0,0.6,-1,0
0.0,0.205131,0.222222,0,0.125,-1,0
0.0,0.018458,0.125,0,0.166667,-1,0
0.0,0.054801,0.375,0.222222,0.416667,-1,0
0.0,0.035449,0.25,0,0.25,-1,0
0.0,0.042179,0.5,0,0.6,-1,0
0.0,0.048635,0.25,0,0.25,-1,0
0.0,0.016491,0.25,0,0.333333,-1,0
0.0,0.157,0.25,0.111111,0.166667,-0.9,0
0.0,0.26496,0.272727,0.095238,0.25,-0.9,0
0.0,0.021708,0.166667,0.125,0.166667,-0.9,0
1.0,0.877277,1,1,1,1,1
0.0,0,0.285714,0.117647,0.166667,-1,0
0.0,0.033791,0.142857,0,0.166667,-1,0
0.0,0.037401,0,0,0.166667,-1,0
0.0,0.136691,0.166667,0,0.375,-1,0
0.0,0.6018,0.222222,0,0.416667,-1,0
0.0,0,0.285714,0,0.166667,-1,0
0.0,0.459284,0.333333,0.25,0.416667,-1,0
0.0,0.003482,0.222222,0,0.333333,-1,0
0.0,0.46729,0.25,0.181818,0.5,-1,0.518131
0.0,0.038338,0.166667,0,0.166667,-1,0
0.0,0,0.111111,0,0.25,-1,0
0.0,0.034037,0.166667,0,0.25,-1,0
0.0,0.035582,0.076923,0,0.166667,-1,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.036996,0.25,0,0.25,-1,0
0.0,0.035064,0,0,0,-1,0
0.0,0.032343,0,0,0,-1,0
0.0,0.031516,0.25,0,0.333333,-1,0
0.0,0.034758,0.125,0,0.166667,-1,0
0.0,0.031551,0,0,0,-1,0
0.0,0.036895,0.25,0,0.25,-1,0
0.0,0.028448,0.25,0.111111,0.166667,-1,0
0.0,0.030544,0.166667,0,0.25,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0,0,0,0.2,-1,0.723795
0.0,0,0.214286,0.083333,0.333333,-1,0.356313
0.0,0.038049,0,0,0.2,-1,0
0.0,0.00728,0.333333,0.105263,0.166667,-1,0
0.0,0,0.166667,0,0.333333,-1,0
0.0,0.003364,0,0,0.166667,-1,0
0.0,0.117032,0,0,0,-1,0
0.0,0.094409,0.166667,0,0.2,-1,0
0.0,0,0.166667,0,0.25,-1,0
0.0,0.01906,0.166667,0,0.333333,-1,0
0.0,0.056742,0.125,0,0.25,-1,0
0.0,0.066309,0.090909,0,0.25,-1,0
0.0,0.047836,0.166667,0,0.25,-1,0
0.0,0.077679,0.166667,0,0.25,-1,0
0.0,0.162564,0,0,0,-1,0
0.0,0.058269,0.125,0,0.25,-1,0
0.0,0.064493,0.111111,0,0.25,-1,0
0.0,0.082382,0,0,0,-1,0
0.0,0.024141,0.111111,0,0.25,-1,0
0.0,0.176588,0.142857,0,0.25,-1,0.715002
0.0,0.188914,0.166667,0,0.25,-1,0
0.0,0.030648,0.111111,0,0.25,-1,0
0.0,0.139576,0.083333,0,0.25,-1,0
0.0,0.630497,0.166667,0,0.25,-1,0.587332
0.0,0.108269,0.111111,0,0.25,-1,0.535542
1.0,0.64004,0.166667,0,0.375,-1,0
0.0,0.422587,0.076923,0,0.25,-1,0
0.0,0.035553,0.090909,0,0.25,-1,0
0.0,0.322787,0.125,0,0.25,-1,0
0.0,0.097077,0,0,0.25,-1,0
0.0,0.055772,0,0,0,-1,0
0.0,0.054345,0.125,0,0.25,-1,0
0.0,0.059936,0,0,0,-1,0
0.0,0.054406,0,0,0,-1,0
0.0,0.11945,0.25,0,0.25,-1,0
0.0,0.049055,0,0,0.25,-1,0
0.0,0.052669,0.25,0,0.25,-1,0
0.0,0.064423,0.083333,0,0.25,-1,0
0.0,0.309145,0,0,0,-1,0
0.0,0.186218,0.071429,0,0.25,-1,0
0.0,0.065611,0,0,0,-1,0
0.0,0.248999,0.111111,0,0.25,-1,0
0.0,0.023183,0.333333,0,0.5,-1,0
0.0,0.19554,0,0,0,-1,0.77779
0.0,0.06478,0,0,0,-1,0
0.0,0.0989,0,0,0,-1,0
0.0,0.061,0,0,0,-1,0
0.0,0.032866,0,0,0,-1,0
0.0,0.11163,0,0,0.1875,-1,0
0.0,0.130452,0.090909,0,0.1875,-1,0
0.0,0.073643,0.25,0,0.333333,-1,0
0.0,0.102159,0.25,0,0.166667,-1,0
0.0,0.460808,0.875,0.736842,1,0.96,1
0.0,0.114634,0.375,0.2,0.285714,-0.9,0
0.0,0.12688,0.111111,0.095238,0.125,-0.9,0
0.0,0.149198,0.375,0,0.625,-1,0
0.0,0.045425,0.333333,0.190476,0.25,-1,0
0.0,0.087646,0.125,0,0.142857,-1,0
0.0,0.176903,0.25,0,0.166667,-1,0
0.0,0.051953,0.166667,0,0.125,-1,0
0.0,0.075063,0.166667,0,0.1875,-1,0
0.0,0.484565,0.166667,0,0.125,-1,0
0.0,0.145484,0,0,0.125,-1,0
0.0,0.403635,0.083333,0,0.25,-1,0
0.0,0.350024,0.153846,0.08,0.125,-1,0
0.0,0.007179,0.090909,0,0.125,-1,0
0.0,0.331339,0.125,0,0.125,-1,0
0.0,0.138166,0,0,0.25,-1,0
0.0,0.109722,0,0,0.25,-1,0
0.0,0.106915,0.125,0.1,0.1875,-1,0
0.0,0.117914,0,0,0.125,-1,0
0.0,0.107035,0,0,0.25,-1,0
0.0,0.117882,0.125,0,0.25,-1,0
0.0,0.096507,0.125,0,0.25,-1,0
0.0,0.103618,0.25,0,0.5,-1,0
0.0,0.062527,0.166667,0,0.1875,-1,0
0.0,0.201676,0.375,0.117647,0.3,-1,0
0.0,0.358298,0.428571,0.384615,0.875,0.560606,0.507715
0.0,0.129078,0.125,0,0.2,-1,0
0.0,0.213664,0.111111,0,0.25,-1,0
0.0,0.021361,0.125,0,0.333333,-1,0
0.0,0.20737,0.25,0.111111,0.333333,-1,0
0.0,0.129083,0.125,0,0.25,-1,0
0.0,0.186781,0.125,0,0.3,-1,0
0.0,0.098869,0.25,0,0.375,-1,0
0.0,0.064659,0.125,0,0.333333,-1,0
0.0,0.082949,0.1,0,0.25,-1,0
0.0,0.096935,0.454545,0.32,0.4,-0.024453,0
0.0,0.06572,0.1,0,0.166667,-1,0
0.0,0.072857,0.2,0,0.166667,-1,0
0.0,0.215745,0.2,0.095238,0.142857,-0.9,0
0.0,0.085181,0.4,0.181818,0.285714,-0.8,0.657959
0.0,0.094281,0.2,0.173913,0.222222,-0.8,0
0.0,0.099201,0.1,0,0.25,-1,0
0.0,0.025521,0.3,0.086957,0.388889,-0.170322,0
0.0,0.195183,0.4,0.380952,0.571429,0.187569,0
0.0,0.241458,0.2,0,0.25,-1,0
0.0,0.049217,0.166667,0,0.111111,-1,0
0.0,0.139576,0.166667,0,0.15,-1,0
1.0,0.838332,0.833333,0.769231,1,0.909091,0.792178
0.0,0.160413,0,0,0.166667,-1,0
0.0,0.64004,0.083333,0,0.2,-1,0
0.0,0.422587,0.153846,0,0.15,-1,0
0.0,0.00303,0.363636,0.32,0.4,-0.024453,0
0.0,0.436915,0.2,0,0.1875,-1,0
0.0,0.11272,0.1,0.111111,0.25,-1,0
0.0,0.081532,0.1,0.111111,0.25,-1,0
0.0,0.079445,0,0,0.125,-1,0
0.0,0.087619,0.1,0,0.125,-1,0
0.0,0.079535,0.3,0.111111,0.375,-1,0
0.0,0.11945,0.5,0.363636,0.5625,0.118357,0
0.0,0.071711,0,0,0.125,-1,0
0.0,0.076996,0.2,0,0.25,-1,0
0.0,0.068107,0.333333,0.307692,0.4,-0.058899,0
0.0,0.179162,0.1,0,0.2,-1,0
0.0,0.116482,0.1,0,0.1,-1,0.327876
0.0,0.095914,0.1,0,0.2,-1,0
0.0,0.328475,0.1,0,0.111111,-1,0
0.0,0.024508,0.2,0,0.333333,-1,0
0.0,0.260642,0.2,0,0.166667,-1,0.67323
0.0,0.093465,0.1,0,0.25,-1,0
0.0,0.153426,0.2,0,0.4,-1,0
0.0,0.055689,0.1,0,0.25,-1,0
0.0,0.048047,0.1,0,0.333333,-1,0
0.0,0.021858,0.142857,0,0.1875,-1,0
0.0,0.025544,0.428571,0.206897,0.5,0.025,0
0.0,0.023063,0.142857,0,0.166667,-1,0
0.0,0.030246,0.214286,0,0.25,-1,0
0.0,0.163156,0.142857,0.08,0.285714,-0.9,0
0.0,0.022446,0.357143,0.230769,0.285714,-0.8,0.817584
0.0,0.024844,0.285714,0.148148,0.222222,-0.8,0
0.0,0.044731,0.142857,0,0.5,-1,0
0.0,0.015068,0.285714,0.074074,0.222222,-1,0
0.0,0.024676,0.357143,0.16,0.571429,0.053441,0
0.0,0.114599,0.214286,0,0.25,-1,0
0.0,0.012246,0.142857,0,0.111111,-1,0
0.0,0.022933,0.285714,0,0.25,-1,0
0.0,0.292622,0.357143,0.133333,0.375,-0.187357,0
0.0,0.151575,0.142857,0,0.166667,-1,0
0.0,0.24371,0.142857,0,0.166667,-1,0
0.0,0.741825,0.142857,0.064516,0.153846,-1,0
0.0,0.002381,0.357143,0.137931,0.363636,-0.154255,0
0.0,0.348076,0.142857,0,0.25,-1,0
0.0,0.026478,0.142857,0,0.25,-1,0
0.0,0.021485,0.142857,0,0.25,-1,0
0.0,0.020935,0.071429,0.076923,0.125,-1,0
0.0,0.023089,0.142857,0,0.125,-1,0.652021
0.0,0.020958,0.142857,0,0.25,-1,0
0.0,0.094432,0.5,0.307692,0.75,0.38152,0
0.0,0.018897,0.142857,0,0.125,-1,0
0.0,0.020289,0.142857,0,0.25,-1,0
0.0,0.454962,0.571429,0.2,0.5,-0.014119,0
0.0,0.176162,0.142857,0.086957,0.2,-1,0
0.0,0.114532,0.2,0,0.142857,-1,0
0.0,0.025275,0.142857,0,0.4,-1,0
0.0,0.20591,0.071429,0,0.111111,-1,0
0.0,0.014171,0.142857,0,0.25,-1,0
0.0,0.104809,0.142857,0.083333,0.166667,-1,0
0.0,0.026314,0.071429,0,0.25,-1,0
0.0,0.02873,0.142857,0,0.4,-1,0
0.0,0.014499,0.071429,0,0.25,-1,0
0.0,0.012661,0.071429,0,0.333333,-1,0
0.0,0.026551,0.625,0.5,0.625,0.458333,0
0.0,0.031028,0.090909,0,0.25,-1,0
0.0,0.017516,0.125,0,0.25,-1,0
0.0,0.032318,0.125,0,0.166667,-1,0
0.0,0,0.125,0.105263,0.214286,-0.9,0
0.0,0.027265,0.5,0.4,0.5,0.422222,0.676492
0.0,0.030178,0.444444,0.285714,0.25,-0.8,0
0.0,0.058924,0.125,0,0.375,-1,0
0.0,0.018303,0.111111,0,0.25,-1,0
0.0,0,0.125,0,0.285714,-1,0
0.0,0.056908,0.125,0,0.25,-1,0
0.0,0.131169,0.083333,0,0.125,-1,0
0.0,0.023092,0.25,0,0.25,-1,0
0.0,0.069055,0.25,0,0.25,-1,0
0.0,0,0.111111,0,0.1875,-1,0
0.0,0.064586,0.333333,0,0.3125,-1,0
0.0,0.131321,0.153846,0,0.125,-1,0
0.0,0,0.181818,0,0.25,-1,0
0.0,0.047061,0.125,0,0.125,-1,0
0.0,0.028292,0,0,0.25,-1,0
0.0,0.026097,0,0,0.25,-1,0
0.0,0.025429,0,0,0.125,-1,0
0.0,0.028045,0.25,0,0.125,-1,0
0.0,0.025458,0.125,0,0.375,-1,0
0.0,0.051492,0.125,0,0.25,-1,0
0.0,0.022954,0.125,0,0.125,-1,0
0.0,0.024645,0.25,0,0.375,-1,0
0.0,0,0.166667,0,0.25,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0,0.214286,0,0.3125,-1,0
0.0,0.030701,0.25,0,0.2,-1,0
0.0,0,0,0,0.125,-1,0
0.0,0,0,0,0.25,-1,0
0.0,0.02628,0.125,0,0.166667,-1,0
0.0,0.028884,0,0,0,-1,0
0.0,0.030699,0.125,0,0.2,-1,0
0.0,0,0.125,0,0.25,-1,0
0.0,0.015379,0.125,0,0.333333,-1,0
0.0,0.106685,0.125,0,0.375,-1,0
0.0,0.034525,0.181818,0,0.5,-1,0
0.0,0.056145,0.333333,0.285714,0.5,-1,0
0.0,0.024303,0.166667,0,0.375,-1,0
0.0,0.010388,0.428571,0,0.625,-1,0
0.0,0.030338,0.285714,0,0.5,-1,0
0.0,0.03358,0,0,0.25,-1,0
1.0,0.671121,1,1,1,1,1
0.0,0.013763,0.222222,0.117647,0.25,-0.9,0
0.0,0.027219,0.285714,0,0.25,-1,0
0.0,0.027246,0.333333,0,0.25,-1,0
0.0,0.041039,0.111111,0,0.25,-1,0
0.0,0.039146,0.166667,0,0.5,-1,0
0.0,0.123033,0.083333,0,0.25,-1,0
0.0,0,0,0,0.25,-1,0
0.0,0.115072,0.083333,0,0.25,-1,0
0.0,0.11164,0.076923,0,0.25,-1,0
0.0,0.005839,0.090909,0,0.25,-1,0
0.0,0.085669,0.25,0,0.375,-1,0
0.0,0.031481,0,0,0,-1,0
0.0,0.029039,0,0,0,-1,0
0.0,0.028296,0,0,0.25,-1,0
0.0,0.031207,0.25,0.125,0.25,-1,0
0.0,0.028327,0,0,0,-1,0
0.0,0.068853,0.25,0,0.5,-1,0
0.0,0.025541,0.125,0,0.25,-1,0
0.0,0.060133,0.5,0.333333,0.5,-1,0
0.0,0.032279,0.166667,0,0.5,-1,0
0.0,0.031943,0.4,0,0.25,-1,0
0.0,0.030193,0.214286,0.0625,0.75,0.027487,0
0.0,0.034161,0.2,0.153846,0.25,-1,0
0.0,0.066333,0.111111,0,0.25,-1,0
0.0,0.205646,0,0,0,-1,0
0.0,0.065147,0.166667,0,0.25,-1,0
0.0,0.079526,0.25,0.166667,0.25,-1,0
0.0,0.064153,0.4,0.153846,0.375,-1,0
0.0,0.012399,0.25,0.166667,0.25,-1,0
0.0,0.028208,0,0,0,-1,0
0.0,0.018907,0.111111,0,0.25,-1,0
0.0,0.022095,0.181818,0,0.166667,-1,0
0.0,0.012473,0.111111,0,0.166667,-1,0
0.0,0.477076,0.222222,0,0.416667,-1,0
0.0,0,0.222222,0,0.142857,-1,0
0.0,0.019416,0.333333,0.1,0.1875,-1,0
0.0,0.02149,0,0,0.166667,-1,0
0.0,0.038692,0.222222,0.117647,0.25,-0.9,0
1.0,0.874119,1,1,1,1,1
0.0,0.001451,0.222222,0,0.285714,-1,0
0.0,0.25503,0.444444,0.105263,0.583333,0.042857,0
0.0,0,0.083333,0,0.111111,-1,0
0.0,0.39492,0.333333,0.08,0.444444,-0.231527,0
0.0,0.021557,0.25,0.08,0.388889,-0.231527,0
0.0,0,0,0,0.166667,-1,0
0.0,0.017959,0.166667,0,0.166667,-1,0
0.0,0.020007,0.230769,0.076923,0.222222,-1,0
0.0,0.00206,0.090909,0,0.166667,-1,0
0.0,0.021258,0.222222,0,0.25,-1,0
0.0,0.020147,0.111111,0,0.25,-1,0
0.0,0.018584,0.111111,0,0.25,-1,0
0.0,0.018108,0.333333,0.095238,0.3125,-1,0
0.0,0.019971,0,0,0.125,-1,0
0.0,0.018129,0.111111,0,0.25,-1,0
0.0,0.021199,0.111111,0,0.25,-1,0
0.0,0.016346,0.111111,0,0.125,-1,0
0.0,0.01755,0.111111,0,0.25,-1,0
0.0,0.002254,0.083333,0,0.222222,-1,0
0.0,0,0.222222,0.111111,0.2,-1,0
0.0,0,0.214286,0,0.222222,-1,0
0.0,0.021862,0.222222,0,0.2,-1,0
0.0,0,0,0,0.111111,-1,0
0.0,0,0.222222,0,0.166667,-1,0
0.0,0.002853,0.222222,0.105263,0.25,-1,0
0.0,0.022761,0.222222,0,0.25,-1,0
0.0,0.021861,0.222222,0,0.2,-1,0
0.0,0.001634,0.111111,0,0.25,-1,0
0.0,0.010951,0.111111,0,0.333333,-1,0
0.0,0.105991,0.125,0,0.25,-1,0
0.0,0.047689,0.272727,0,0.333333,-1,0
0.0,0.026921,0,0,0.166667,-1,0
0.0,0.778845,0.333333,0.25,0.416667,-1,0
0.0,0.015588,0.285714,0.117647,0.166667,-1,0
0.0,0.041906,0.125,0,0.166667,-1,0
0.0,0.046383,0.111111,0,0.166667,-1,0
0.0,0.09228,0.333333,0,0.25,-1,0
0.0,0.615093,0.444444,0.105263,0.583333,0.042857,0
0.0,0.079841,0.714286,0.470588,0.75,0.600691,0
1.0,0.542215,1,1,1,1,1
0.0,0.013324,0.111111,0,0.333333,-1,0
0.0,0.556023,0.25,0.272727,0.5,-0.061404,0
0.0,0.0308,0.166667,0,0.25,-1,0
0.0,0,0.111111,0,0.25,-1,0
0.0,0.027344,0.166667,0,0.25,-1,0
0.0,0.028586,0.230769,0.086957,0.5,-0.087436,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.029722,0.25,0,0.333333,-1,0
0.0,0.043485,0.166667,0,0.25,-1,0
0.0,0.040111,0.166667,0,0.25,-1,0
0.0,0.039084,0.25,0,0.333333,-1,0
0.0,0.043105,0,0,0.166667,-1,0
0.0,0.039128,0,0,0,-1,0
0.0,0.043467,0.25,0,0.25,-1,0
0.0,0.03528,0.125,0.111111,0.166667,-1,0
0.0,0.037879,0.166667,0,0.25,-1,0
0.0,0,0.25,0,0.333333,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0,0.214286,0.083333,0.333333,-1,0
0.0,0.047187,0.166667,0,0.2,-1,0
0.0,0.005848,0.222222,0.105263,0.166667,-1,0
0.0,0,0.166667,0,0.166667,-1,0
0.0,0.012872,0.166667,0,0.166667,-1,0
0.0,0.079008,0.166667,0,0.25,-1,0
0.0,0.063736,0.333333,0,0.4,-1,0
0.0,0.011654,0,0,0.25,-1,0
0.0,0.023637,0,0,0.333333,-1,0
0.0,0.016062,0.125,0.117647,0.2,-1,0
0.0,0.014426,0.090909,0,0.2,-1,0
0.0,0.018318,0.166667,0,0.3,-1,0
0.0,0,0,0,0.2,-1,0
0.0,0.068618,0.142857,0,0.2,-1,0
0.0,0.012676,0.428571,0.125,0.6,0.245223,0
0.0,0.014031,0.111111,0.111111,0.2,-1,0
0.0,0.018825,0,0,0.25,-1,0
0.0,0,0.222222,0,0.2,-1,0
0.0,0.021968,0.142857,0.125,0.2,-0.9,0
0.0,0.05485,0.166667,0.133333,0.2,-0.9,0
0.0,0.011764,0,0,0.2,-1,0
0.0,0,0.166667,0,0.2,-1,0
0.0,0.101817,0.166667,0,0.2,-1,0
0.0,0.043017,0.111111,0,0.2,-1,0
0.0,0.097808,0.083333,0,0.2,-1,0
0.0,0.47476,0.153846,0,0.3,-1,0
0.0,0.002803,0.090909,0,0.3,-1,0
0.0,0.152845,0.125,0,0.2,-1,0
0.0,0.013154,0.2,0,0.25,-1,0
0.0,0.012133,0.2,0,0.25,-1,0
0.0,0.011823,0.125,0,0.2,-1,0
0.0,0.013039,0,0,0.2,-1,0
0.0,0.011836,0.2,0,0.25,-1,0
0.0,0.064338,0.125,0,0.2,-1,0
0.0,0.010672,0,0,0.2,-1,0
0.0,0.011458,0,0,0.375,-1,0
0.0,0.374122,0.166667,0,0.2,-1,0
0.0,0.059633,0,0,0.2,-1,0
0.0,0.03877,0.15,0,0.3,-1,0
0.0,0.014274,0,0,0.2,-1,0
0.0,0.130879,0,0,0.2,-1,0
0.0,0,0,0,0,-1,0
0.0,0.073104,0.166667,0,0.2,-1,0
0.0,0.020458,0,0,0.25,-1,0
0.0,0.018572,0,0,0.2,-1,0
0.0,0.012233,0,0,0.25,-1,0
0.0,0.02145,0,0,0,-1,0
0.0,0.13435,0.166667,0,0.25,-1,0
0.0,0.042013,0.166667,0,0.227273,-1,0
0.0,0.017188,0.25,0,0.333333,-1,0
0.0,0.636045,0.25,0.181818,0.5,-1,0.520407
0.0,0.009952,0.25,0.086957,0.214286,-1,0
0.0,0.026754,0.25,0,0.142857,-1,0
0.0,0.029613,0.083333,0,0.111111,-1,0
0.0,0.116971,0.166667,0,0.5,-1,0
0.0,0.660982,0.333333,0.08,0.444444,-0.231527,0
0.0,0.022412,0.083333,0,0.214286,-1,0
0.0,0.416113,0.25,0.272727,0.5,-0.061404,0
0.0,0.012078,0.166667,0.071429,0.111111,-0.9,0
1.0,0.610956,1,1,1,1,1
0.0,0.025247,0.166667,0.066667,0.166667,-1,0
0.0,0,0.166667,0,0.166667,-1,0
0.0,0.02031,0.25,0,0.125,-1,0
0.0,0.023432,0.153846,0,0.125,-1,0
0.0,0.003678,0.083333,0,0.136364,-1,0
0.0,0.018976,0.333333,0,0.3125,-1,0
0.0,0.027762,0.083333,0,0.25,-1,0
0.0,0.025608,0.083333,0,0.25,-1,0
0.0,0.024953,0.083333,0,0.25,-1,0
0.0,0.02752,0.25,0,0.25,-1,0
0.0,0.024981,0.083333,0,0.25,-1,0
0.0,0.027751,0.25,0,0.3125,-1,0
0.0,0.022524,0.25,0.083333,0.25,-1,0
0.0,0.024184,0.166667,0,0.25,-1,0
0.0,0.004023,0.333333,0,0.208333,-1,0
0.0,0,0.166667,0,0.2,-1,0
0.0,0,0.3,0.066667,0.208333,-1,0
0.0,0.030126,0.166667,0,0.3,-1,0
0.0,0.011201,0.25,0.08,0.111111,-1,0
0.0,0,0.166667,0,0.166667,-1,0
0.0,0.016762,0.083333,0,0.25,-1,0
0.0,0.100148,0.083333,0,0.25,-1,0
0.0,0.080789,0.083333,0,0.2,-1,0
0.0,0.010358,0.083333,0,0.25,-1,0
0.0,0.015091,0.166667,0,0.333333,-1,0
0.0,0,0.272727,0,0.25,-1,0
0.0,0,0.363636,0.307692,0.363636,-0.063938,0
0.0,0,0.181818,0,0.166667,-1,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0,0.090909,0,0.142857,-1,0
0.0,0,0.272727,0,0.285714,-1,0
0.0,0,0.090909,0,0.111111,-1,0
0.0,0.014084,0.090909,0,0.25,-1,0
0.0,0,0.090909,0,0.166667,-1,0
0.0,0.014325,0.454545,0.363636,0.571429,0.146994,0
0.0,0,0.272727,0,0.333333,-1,0
0.0,0.106653,0.090909,0,0.166667,-1,0
0.0,0,0.083333,0,0.136364,-1,0
0.0,0.005016,0.5,0.444444,0.363636,0.032401,0
0.0,0,0.272727,0.166667,0.222222,-0.8,0
0.0,0.002794,0.166667,0.148148,0.181818,-0.8,0
0.0,0.001735,0.230769,0.142857,0.227273,-0.8,0
1.0,1,1,1,1,1,1
0.0,0,0.363636,0.086957,0.1875,-0.9,0
0.0,0,0.272727,0.210526,0.375,-0.9,0
0.0,0,0.272727,0.210526,0.375,-0.9,0
0.0,0,0,0,0.125,-1,0
0.0,0,0.090909,0,0.125,-1,0
0.0,0,0.090909,0.105263,0.25,-1,0
0.0,0,0.363636,0.347826,0.5,0.077915,0
0.0,0,0.090909,0,0.125,-1,0
0.0,0,0.181818,0,0.25,-1,0
0.0,0.271056,0.416667,0.296296,0.363636,-0.098034,0.747716
0.0,0,0,0,0.2,-1,0
0.0,0,0.1,0,0.090909,-1,0
0.0,0,0.090909,0,0.2,-1,0
0.0,0.029263,0.090909,0,0.166667,-1,0
0.0,0,0.181818,0,0.166667,-1,0.889276
0.0,0.007396,0.181818,0,0.166667,-1,0
0.0,0.003087,0.181818,0,0.375,-1,0
0.0,0,0.272727,0.1,0.6,0.063716,0
0.0,0.299208,0.090909,0,0.25,-1,0
0.0,0.172881,0.090909,0,0.333333,-1,0
0.0,0.052909,0.125,0,0.125,-1,0
0.0,0.061829,0.272727,0,0.25,-1,0
0.0,0.034904,0.125,0,0.166667,-1,0
0.0,0.054546,0.25,0,0.25,-1,0
0.0,0.250655,0.25,0,0.142857,-1,0
0.0,0.054332,0.125,0,0.142857,-1,0
0.0,0.060136,0.222222,0,0.125,-1,0
0.0,0.084615,0.25,0,0.375,-1,0
0.0,0.019917,0.222222,0,0.25,-1,0
0.0,0.087737,0.125,0,0.214286,-1,0
0.0,0.1855,0.25,0,0.333333,-1,0
0.0,0.049186,0.083333,0,0.25,-1,0
0.0,0.120976,0.333333,0,0.3125,-1,0
0.0,0.484673,0.25,0.083333,0.1875,-0.9,0
0.0,0.400215,0.222222,0.095238,0.125,-0.9,0
0.0,0.357892,0.166667,0.083333,0.125,-0.9,0
0.0,0.554667,0.153846,0.08,0.25,-0.9,0
0.0,0.005337,0.363636,0.086957,0.1875,-0.9,0
1.0,1,1,1,1,1,1
0.0,0.073342,0.25,0.25,0.5,-0.8,0
